"caption","ownerFullName","ownerUsername","url","commentsCount","firstComment","likesCount","timestamp","queryTag"
"🧐 Who will claim the last two spots in the final eight?

#FIFAWWC | #BeyondGreatness","FIFA Women's World Cup","fifawomensworldcup","https://www.instagram.com/p/CvqbTg1NZcZ/","424","Diana and france all pope and pierre","24319","2023-08-08T00:07:41.000Z",
"The only player to breach Jamaica's 🧱 defence all #FIFAWWC 2023!

Congratulations @catausme 👏","FIFA Women's World Cup","fifawomensworldcup","https://www.instagram.com/p/CvrcYXFPo2b/","947","👏👏👏","90268","2023-08-08T09:36:20.000Z",
"“𝙈𝙮 𝙬𝙤𝙧𝙙 𝙩𝙝𝙞𝙨 𝙗𝙤𝙮’𝙨 𝙖 𝙨𝙩𝙖𝙧!” 🌠

*That* James Rodriguez #FIFAWorldCup volley + this commentary = perfection. 🔊","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CvqMAC4LHne/","470","James el mejor de la historia !!!","186446","2023-08-07T22:00:12.000Z",
"What drama might we have this time around? 🔮

#FIFAWWC | #BeyondGreatness","FIFA Women's World Cup","fifawomensworldcup","https://www.instagram.com/p/Cvn2uDkNzbn/","199","Jai Hind sir","21076","2023-08-07T00:09:31.000Z",
"𝐓𝐇𝐀𝐓 𝐖𝐈𝐍𝐍𝐈𝐍𝐆 𝐅𝐄𝐄𝐋𝐈𝐍𝐆 🙌","FIFA Women's World Cup","fifawomensworldcup","https://www.instagram.com/p/CvmlwDZt2XX/","228","","38780","2023-08-06T12:22:00.000Z",
"Cool. Calm. Caitlin Foord. 🥶🇦🇺","FIFA Women's World Cup","fifawomensworldcup","https://www.instagram.com/p/CvpCCjzNdP1/","110","‘I have so much respect for you that it has curved around into objectification’","32131","2023-08-07T11:07:41.000Z",
"A true icon. ❤️🤍💙

Thanks for the memories, @mrapinoe 👏","FIFA Women's World Cup","fifawomensworldcup","https://www.instagram.com/p/Cvm0cLANkDr/","4032","👏👏👏👏👏","369247","2023-08-06T14:30:22.000Z",
"After you send the reigning #FIFAWWC champions home. 👀🇸🇪

@svenskfotboll | #BeyondGreatness","FIFA Women's World Cup","fifawomensworldcup","https://www.instagram.com/p/Cvnxvp_r9go/","171","Wow","29872","2023-08-06T23:26:03.000Z",
"Stephen Keshi always kept his cool. 🧊 🇳🇬 

Can the Super Falcons do the same and reach the #FIFAWWC Quarter-finals?","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cvm6HzMIZhn/","2015","","729904","2023-08-06T15:20:47.000Z",
"Welcome to the #FIFAWWC, @samanthakerr20! 🔛👋

#BeyondGreatness","FIFA Women's World Cup","fifawomensworldcup","https://www.instagram.com/p/CvpJx3gN8ph/","223","I love this player","91854","2023-08-07T12:15:18.000Z",
"The European Champs are through to the #FIFAWWC Quarter-finals! 👏","FIFA Women's World Cup","fifawomensworldcup","https://www.instagram.com/p/Cvo9UuqNwnj/","1064","","68865","2023-08-07T10:26:28.000Z",
"🇪🇸🇯🇵🇸🇪🇳🇱

The first half of the #FIFAWWC quarter-finalists have been confirmed. ✅","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CvmokfpPB2J/","97","Pissin me off","30823","2023-08-06T12:46:39.000Z",
"An absolutely immense shift for @kgatlanathe1st. 👏

#BeyondGreatness #FIFAWWC","FIFA Women's World Cup","fifawomensworldcup","https://www.instagram.com/p/Cvlt8invo4n/","277","Keep on shining Thembi","54176","2023-08-06T04:14:23.000Z",
"Last time @EquipedeFrance were in the Round of 16, Olivier Giroud became the men’s all-time top scorer. ✍️🇫🇷

Who will step up in their #FIFAWWC clash with Morocco?","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cvp9VT5xI1T/","64","Hi","49240","2023-08-07T19:49:59.000Z",
"🇳🇱 have never lost a match in which Jill Roord has found the back of the net!

Can 🇿🇦 change that in the second half?

#BeyondGreatness #FIFAWWC","FIFA Women's World Cup","fifawomensworldcup","https://www.instagram.com/p/CvlkyrbP08r/","115","Why are they always screaming","66663","2023-08-06T02:54:23.000Z",
"Where were you when the Dutchman took flight? 🇳🇱✈️

Happy Birthday, @robinvanpersie! 🎂","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CvnWLcxI6sP/","1165","🙌","357114","2023-08-06T19:25:00.000Z",
"A big goal from Weah to start the @usmnt #FIFAWorldCup campaign! 🇺🇸

Who could we see kickstart the @uswnt knockout stages?","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cvk_j-KIiPi/","60","They need a better backup for the center back.","40747","2023-08-05T21:30:10.000Z",
"More Round of 16 action!

🇳🇱🆚🇿🇦 / 🇸🇪🆚🇺🇸

Who will make it through to the Quarter-finals?","FIFA Women's World Cup","fifawomensworldcup","https://www.instagram.com/p/CvlNeLwtwTj/","215","No one cares","22242","2023-08-05T23:30:37.000Z",
"Chloe Kelly 🤝 performing under pressure.","FIFA Women's World Cup","fifawomensworldcup","https://www.instagram.com/p/Cvo9_26tA9e/","204","I hope that England will be dismantled by Colombia","29978","2023-08-07T10:32:22.000Z",
"England's No7 shirt is definitely in fashion right now! 🏴󠁧󠁢󠁥󠁮󠁧󠁿 🙌 

#FIFAWorldCup | #FIFAWWC","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CvnLnsCICjk/","1226","","410804","2023-08-06T17:53:10.000Z",
"Cool. Calm. Craig Goodwin 🇦🇺🔥

Will will the Aussies be able to rely on in the #FIFAWWC RO16?","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cvni6D4ovg6/","104","ایرانی هستی لایک کن😂","57089","2023-08-06T21:16:40.000Z",
"Nearly five hours of gameplay and counting without conceding. 🧤🤯

#FIFAWorldCup","FIFA Women's World Cup","fifawomensworldcup","https://www.instagram.com/p/CvrURZIv05P/","263","🖤💚💛","50271","2023-08-08T08:25:28.000Z",
"@Banyana.Banyana in the house! 🙌🇿🇦

#FIFAWWC #BeyondGreatness","FIFA Women's World Cup","fifawomensworldcup","https://www.instagram.com/p/CvlY2AHsbJM/","1265","🔥🔥","229446","2023-08-06T01:13:41.000Z",
"A #FIFAWorldCup starlet is heading to Manchester 🇭🇷🔵","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CvkkP8eIks5/","205","","127714","2023-08-05T17:32:35.000Z",
"Two more teams heading to the Quarter-finals! 🇳🇱🇸🇪👏

#FIFAWWC | #BeyondGreatness","FIFA Women's World Cup","fifawomensworldcup","https://www.instagram.com/p/CvmkxEutd5e/","301","Know wonderful match","39048","2023-08-06T12:13:24.000Z",
"Hear. Her. Roar. 🦁

It's @jillroord with her fourth goal of #FIFAWWC 2023!

 #BeyondGreatness","FIFA Women's World Cup","fifawomensworldcup","https://www.instagram.com/p/CvlgaYEv74c/","69","Know Super","29929","2023-08-06T02:16:07.000Z",
"Spain and Japan are the first two teams to progress to the final eight! 🙌

#FIFAWWC #BeyondGreatness","FIFA Women's World Cup","fifawomensworldcup","https://www.instagram.com/p/Cvj0gMwPBZO/","107","Why can Spain and Japan meet in the semi-finals? they were in the same group","34100","2023-08-05T10:33:12.000Z",
"Dressing room scenes. 🪩

#BeyondGreatness #FIFAWWC","FIFA Women's World Cup","fifawomensworldcup","https://www.instagram.com/p/CvmrdTZv8DK/","920","","141925","2023-08-06T13:12:58.000Z",
"Late match stunners don’t get later than this! 🇳🇱🫨

#FIFAWorldCup #Qatar2022 #Netherlands","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CvkOfCCo7l3/","2964","Messi should’ve got booked 6 times this match 😂 what a joke this WC","625352","2023-08-05T14:21:38.000Z",
"Reaching a new level! 🇪🇸📈

#BeyondGreatness #FIFAWWC","FIFA Women's World Cup","fifawomensworldcup","https://www.instagram.com/p/CvjdfvKP_Js/","94","😍😍😍😍😍🔥🔥","54287","2023-08-05T07:12:09.000Z",
"Miyazawa 🤝 Sawa

Following in the footsteps of a Nadeshiko Legend! 🇯🇵☀️

#FIFAWWC #BeyondGreatness","FIFA Women's World Cup","fifawomensworldcup","https://www.instagram.com/p/CvkDQtHNZMY/","86","Sawa 😭😭😭😭😭😭 such a beautiful edit wow","32021","2023-08-05T12:42:09.000Z",
"Beautiful from Bonmati! 🤩

#BeyondGreatness  #FIFAWWC","FIFA Women's World Cup","fifawomensworldcup","https://www.instagram.com/p/CvjQVzcvn5g/","333","Que pesats amb Ñ @fcbfemen","122207","2023-08-05T05:17:12.000Z",
"Believe. 💯🇺🇲

#BeyondGreatness #FIFAWWC","FIFA Women's World Cup","fifawomensworldcup","https://www.instagram.com/p/CvmDCXAucSV/","1709","FIFA best org…🥇🏆⚽️🧿🎓","78649","2023-08-06T07:18:40.000Z",
"𝙍𝙚𝙜𝙜𝙖𝙚 𝘽𝙤𝙮𝙯 🟢🟡

@jff_football made history qualifying for their first #FIFAWorldCup in 1998. 

Can the Reggae Girlz continue to make history for Jamaica?","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CvkI460Iq1P/","145","yeah","54021","2023-08-05T13:31:20.000Z",
"The Round of 16 is ON! 🏆🔥 
 
Sign up and start your #PaniniCollection with two free packs and two additional free packs every day! 
 
#BelievingIsMagic","FIFA Women's World Cup","fifawomensworldcup","https://www.instagram.com/p/Cvi96UaP4_G/","34","Nadie lo va a completar lol","12075","2023-08-05T02:39:04.000Z",
"💪🇨🇭 The only team to beat Spain's 2010 tiki-taka kings!

Could Switzerland get another famous victory in the #FIFAWWC Round of 16?","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CvhZa2aMRUZ/","190","👏👏👏👏","69618","2023-08-04T12:00:25.000Z",
"Never underestimate a Norwegian striker! 🇳🇴🔥

Will their fierce attack be enough to unseat a stylish Japan side in the #FIFAWWC Round of 16?","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cvh0eV_rcRl/","144","Ese gol yo lo hago con el pene","37447","2023-08-04T15:58:30.000Z",
"✨ @greiten makes history for Norway! A century of goals at the #FIFAWWC! 💯👏","FIFA Women's World Cup","fifawomensworldcup","https://www.instagram.com/p/CvjnSF4vCWd/","96","😢","25685","2023-08-05T08:37:40.000Z",
"Group stage. ✅

But who makes it through the #FIFAWWC Round of 16? 🤔","FIFA Women's World Cup","fifawomensworldcup","https://www.instagram.com/p/CvgoK1zLtUK/","190","É só no futebol feminino que podemos ver o que aconteceu no grupo G, Argentina e Itália eliminadas contra Suécia e África do Sul.","31264","2023-08-04T04:49:08.000Z",
"🗣 ""For me, it’s the end of the line.""

Marta bids farewell to the #FIFAWWC, but remains top of the charts. 🇧🇷","FIFA Women's World Cup","fifawomensworldcup","https://www.instagram.com/p/Cvf52o9v-ZA/","3416","","327852","2023-08-03T22:02:59.000Z",
"12 games had five goals or more at #Qatar2022! 🖐️ 🥵 

How many can you name?","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CvfUN0wLjiq/","125","👏🏻😄","57282","2023-08-03T16:34:06.000Z",
"Cake and goals? Sounds like the perfect partnership for an Oranje watch party! 🍰⚽️🍊 

#FIFAWWC #FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CvlTnG8v3PB/","68","🔥","20689","2023-08-06T00:24:15.000Z",
"What. It. Means. 🇲🇦

#BeyondGreatness #FIFAWWC","FIFA Women's World Cup","fifawomensworldcup","https://www.instagram.com/p/Cve7W10vGHA/","2055","فرحانه بزاف على بلادي ❤🇲🇦","451367","2023-08-03T12:56:53.000Z",
"Japan's support is always next level. 👏

#FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cvgaj93Ovfb/","99","Japan, the most racist country ever seen","31399","2023-08-04T02:48:48.000Z",
"🇪🇸 ✅
🇯🇵 ✅

Who will join them in the #FIFAWWC quarter-finals?","FIFA Women's World Cup","fifawomensworldcup","https://www.instagram.com/p/Cvj1ioqvuKl/","666","Não Brasil","159810","2023-08-05T10:42:16.000Z",
"Looking to the future, a tearful Marta asks Brazil fans of one thing. 🇧🇷🥹

#FIFAWWC | #BeyondGreatness","FIFA Women's World Cup","fifawomensworldcup","https://www.instagram.com/p/CvfahBKrjKN/","306","Legend🔥","32756","2023-08-03T17:30:03.000Z",
"🇯🇵🔥

In 2010 it was Keisuke Honda. Will another star emerge for Japan against Scandinavian opposition tomorrow?

#FIFAWorldCup | #FIFAWWC","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CviR0qOr5LP/","433","aboubakarvincent","209784","2023-08-04T20:10:20.000Z",
"History and memories made – can you already feel the nostalgia? 🥹 

Here are 48 group stage winners of #VisaPlayerOfTheMatch 🏆 Pause the video to find out which version of greatness you are!","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cvh5wW4gAIG/","44","💀","12320","2023-08-04T16:43:22.000Z",
"Japanese joy! 🇯🇵🥳

#BeyondGreatness #FIFAWWC","FIFA Women's World Cup","fifawomensworldcup","https://www.instagram.com/p/Cvjx8lgvVYN/","124","❤️","42372","2023-08-05T10:10:51.000Z",
"The final 2️⃣ spots in the Round of 16 are up for grabs! 

#FIFAWWC | #BeyondGreatnesa","FIFA Women's World Cup","fifawomensworldcup","https://www.instagram.com/p/CvdivHIt42Z/","376","Is this a free trial?","22082","2023-08-03T00:02:30.000Z",
"Thanks for the memories. ❤️

#FIFAWWC | #BeyondGreatness","FIFA Women's World Cup","fifawomensworldcup","https://www.instagram.com/p/CvfzBTcPrLa/","205","🇧🇷😓","40844","2023-08-03T21:03:16.000Z",
"🇮🇳🥉 @chetri_sunil11, standing alongside some of the all-time greats. 

Discover the man ranked No3 in the men's active international goalscorer charts in 'Captain Fantastic' on FIFA+

#HBD | #FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CvfCw01uSZq/","19491","👏","2204235","2023-08-03T14:01:41.000Z",
"Some incredible vision from Joshua Kimmich. 😎 #FIFAWorldCup

Can Germany link up like this to keep their #FIFAWWC hopes alive? 🇩🇪","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CvdO7lFxmx7/","118","😞fue un sueño","55804","2023-08-02T21:09:58.000Z",
"The Round of 16 at #Qatar2022 brought the heat. 🔥

What can we expect at the #FIFAWWC? 🤔","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cvf3FS5tg51/","89","","40313","2023-08-03T21:39:31.000Z",
"@gianluigibuffon + Germany 2006 = Unforgettable. 🏆🇮🇹","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CvcutWwNG06/","185","👏","49339","2023-08-02T16:28:02.000Z",
"Popp-ing up again! 👀

@alex.popp11 with another big goal! 💪🇩🇪

#BeyondGreatness #FIFAWWC","FIFA Women's World Cup","fifawomensworldcup","https://www.instagram.com/p/CvesljUPeBe/","225","متنحملهاش من عند الله كاعما مقبولة","44512","2023-08-03T10:47:49.000Z",
"𝑲𝒐𝒖𝒍𝒊𝒃𝒂𝒍𝒚 👉🧑‍🦲

#FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CvkYTXaKreE/","134","With Sadio Mané we won this WC","88425","2023-08-05T15:46:02.000Z",
"They kept everybody out - including the mighty France and Brazil. 🧤

🇯🇲 The resilient Reggae Girlz are yet to concede at this #FIFAWWC.

@jff_football | #BeyondGreatness","FIFA Women's World Cup","fifawomensworldcup","https://www.instagram.com/p/CvdZqP4ryYi/","224","🙌🙌😢","44612","2023-08-02T22:43:11.000Z",
"🗣️ “It’s the end for me, but they’re going to carry on.”

@martavsilva10 is excited for the future of A Seleção. 🇧🇷💪

#BeyondGreatness #FIFAWWC","FIFA Women's World Cup","fifawomensworldcup","https://www.instagram.com/p/CvdwBMXPDy1/","5226","💚 💛 💙","914062","2023-08-03T01:58:34.000Z",
"Morocco made a statement at the 2022 #FIFAWorldCup in Qatar. 👀🇲🇦","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CvdAZGAP8iM/","596","🔥🔥","175295","2023-08-02T19:02:24.000Z",
"History makers. 💫🇿🇦

South Africa’s 2023 #FIFAWWC squad cement their place as World Cup heroes. 🙌","FIFA Women's World Cup","fifawomensworldcup","https://www.instagram.com/p/CvdLjOxPGVe/","139","Nothing. Like. Oranje. 🇳🇱🟠","41186","2023-08-02T20:39:54.000Z",
"History repeats itself! 🇰🇷🤯🇩🇪

Just like 5 years ago, Korea Republic have seen that Germany are eliminated from the group stage of a World Cup.

#FIFAWorldCup | #FIFAWWC","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cve23mVrVqA/","809","언제봐도 짜릿해❤️","346450","2023-08-03T12:22:12.000Z",
"🇪🇸🆚🇨🇭

The nations face off in the #FIFAWWC Round of 16. 

When the sides met at the 1994 #FIFAWorldCup, Fernando Hierro did this! 🙌","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CvgvlQOhzJa/","62","@amirhossein.n64  تو بنه دفاع آخر اسپانیا ،هییرو😂😂😂😂","29013","2023-08-04T05:53:08.000Z",
"Marta, standing tall among Brazil's iconic No10s. 🇧🇷🌟

#FIFAWWC | #FIFAWorldCup","FIFA Women's World Cup","fifawomensworldcup","https://www.instagram.com/p/CvdE3oOP7lM/","3331","Parabéns @martavsilva10  por fazer nós acordar cedo pra nada","702663","2023-08-02T19:41:31.000Z",
"Inspiring a generation around the world. 🇧🇷❤️

The #FIFAWWC will never know another Marta.","FIFA Women's World Cup","fifawomensworldcup","https://www.instagram.com/p/Cvcpgs4NR7Z/","1051","❤️❤️❤️ wonderful woman and player! You are an inspiration!","159560","2023-08-02T15:45:37.000Z",
"Colombia fans always bring the noise! 🇨🇴 🥳

#FIFAWorldCup | #FIFAWWC","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cvdb67NuSaR/","92","But we never bring a championship 🇨🇴 😢","29639","2023-08-02T23:03:49.000Z",
"We know this is going to be some party later! 🇯🇲

The Reggae Girlz have made it out of the group stage for the very first time!

#BeyondGreatness #FIFAWWC","FIFA Women's World Cup","fifawomensworldcup","https://www.instagram.com/p/CvcSOGpv3A5/","166","@jessleewong","34374","2023-08-02T12:18:56.000Z",
"The #FIFAWWC is in full effect 🔥🏆

Go #BeyondGreatness by unlocking a free pack + Team Believers stickers and add them to your #PaniniCollection today!

#BelievingIsMagic","FIFA Women's World Cup","fifawomensworldcup","https://www.instagram.com/p/CvcBqfINn0x/","11","🔥🔥🏆","7553","2023-08-02T09:58:53.000Z",
"MD14. ✅

#FIFAWWC","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CvcjDCKvbs3/","47","I want to see you at final stage as a new world cup champions 🏆❤️😍","21040","2023-08-02T14:45:59.000Z",
