"caption","ownerFullName","ownerUsername","url","commentsCount","firstComment","likesCount","timestamp","queryTag"
"Brazil legends of the past watching Brazil legends of the future? 👀 🇧🇷","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cliysw2srf1/","1684","review the match between Brazil and Croatia","607219","2022-11-29T11:44:19.000Z",
"What happens if two or more teams finish on the same points?!

Here's our guide to the #FIFAWorldCup group tiebreakers.","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CliuV_uLHzd/","180","wtf is he saying??","35011","2022-11-29T11:17:20.000Z",
"A superb performance topped off with a brace. 🔥 

@BrunoFernandes8 is your @Budweiser Player of the Match! 👏 

#YoursToTake #Budweiser #POTM @BudFootball","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClikJ2frD5e/","306","ધૂધળું","77835","2022-11-29T09:37:09.000Z",
"Leckie sends the Aussies to the knockout stages!

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cll7BaSq4g6/","940","Bye bye Australia try next time","194303","2022-11-30T16:54:42.000Z",
"Sliding into the Round of 16 like… 

#FIFAWorldCup #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CliFjL2remr/","528","2 goals 
1 from Ronaldo 
1 from Penalty 
Bruno Penandes","178141","2022-11-29T05:09:44.000Z",
"Through to the last 16 ☑️ 

Who will be joining these boys after matchweek 3?

#FIFAWorldCup #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Clh9lpFOmUj/","945","Y la tercera? 🇦🇷🇦🇷🇦🇷","405537","2022-11-29T04:00:12.000Z",
"Today was a thrilling one! Matchday nine in 60 seconds ⏲️

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClhabkOMlbN/","541","You are so rac**te! How come you share about all the teams but not the Moroccan one ?","155761","2022-11-28T22:54:31.000Z",
"Portugal lead Group H. Who will join them in the Round of 16?

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClhUYvwBKsc/","1325","🇵🇹🇵🇹🇵🇹👏👏👏","363010","2022-11-28T22:00:08.000Z",
"We've already had HALF of the games at #Qatar2022 🤯 

What was your favourite moment from matchweek two?","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClhUjs0POnY/","2088","Taremi😍👏","586058","2022-11-28T22:01:38.000Z",
"We’re down to the pointy end of the group stage! 👀 

Matchweek 3️⃣ is here! 

#FIFAWorldCup #Qatar2022 @adidasfootball","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Clif3AhrSwP/","1945","🇮🇷🇮🇷🇮🇷","104486","2022-11-29T08:59:37.000Z",
"Moments like these 🤗

#FIFAWorldCup #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Clj5lOghsrC/","926","🔥🔥🔥","245872","2022-11-29T22:05:15.000Z",
"Here's how things stand in Group A!

🍊 @onsoranje & @footballsenegal advance to the knockout stages 🦁

#FIFAWorldCup  | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CljfLRtrpuE/","1073","@ashleynmera","314954","2022-11-29T18:12:54.000Z",
"Now Brazil are through to the Round of 16, is it time to start believing? 🙌

Watch ‘The Believers’ series on FIFA+","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClhG9sFPrc4/","0","","-1","2022-11-28T20:03:17.000Z",
"✨ Awe-inspiring, Audacious… Aboubakar! ✨ #HyundaiGOTT2022 #FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Clg9QGipWnm/","2472","❤️","518756","2022-11-28T18:39:55.000Z",
"“I didn’t even watch football matches on TV before I was 13.” 😮

Despite this, Sardar Azmoun is now playing in his second #FIFAWorldCup with a chance to send Iran to the knockout stages for the very first time. 🇮🇷","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CljArYNN0Ou/","3116","My favorite goal ever","138902","2022-11-29T13:46:50.000Z",
"An award for the entire team 🎖️ 

Hear from the @budweiser Player of the Match, @kudus_mohammed 🎙️

@budfootball #YoursToTake #Budweiser #POTM","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Clg_gqCNxLz/","293","Congratulations","44493","2022-11-28T18:58:15.000Z",
"🇮🇷 🇺🇸  24 years later, IR Iran and USA meet again in the #FIFAWorldCup group stage… 

How will the clash go this time around? 👊 #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CliqubYL0_6/","4434","الفبای ب۳","162276","2022-11-29T10:36:43.000Z",
"🤩 A strike worthy of winning any match!

@casemiro is your @budweiser Player of the Match 👏 

#YoursToTake #Budweiser #POTM @budfootball","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClhB5Qvvr4x/","629","Só porque fez o gol , mas o cara do jogo foi o Vinícius Jr","131996","2022-11-28T19:18:33.000Z",
"🇵🇹 BRUNO!!

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClhOixSv3Wc/","1558","@cristiano only cr7 👑👑👑👑👑","499441","2022-11-28T21:09:04.000Z",
"🇧🇷 Brazil fans who stayed in the stadium bagged a 📸 with @richarlison 

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClhAZcLuHCz/","541","😍😍😍","233231","2022-11-28T19:05:46.000Z",
"Next up: 🇵🇹🆚🇺🇾 #FIFAWorldCup #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Clg6uassnFW/","850","Siiiiiiiiiiiiiiuuuuuuuuuuuuuuuuuuuuuuuuuuuu","200782","2022-11-28T18:16:43.000Z",
"Rodrygo wanted some good luck from Ronaldo 😅🇧🇷","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cli-BqoLFh4/","4390","@dav3616 lbare7 😂😂","1321984","2022-11-29T13:26:44.000Z",
"🎉 Party on, Brazil! You're onto the Round of 16 🇧🇷 

#FIFAWorldCup | #Qatar2022 | @cbf_futebol","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Clg5cIWhDmo/","1949","Which is the other team??","568316","2022-11-28T18:04:40.000Z",
"Who will join Brazil in the Round of 16 from Group G? 

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Clg6BB1Bf5H/","2109","Lmonetarabe lwatani","449827","2022-11-28T18:09:43.000Z",
"The journey continues for Casemiro and Brazil 🇧🇷 

The @budweiser Player of the Match on today’s match against Switzerland 

@budfootball #YoursToTake #Budweiser #POTM","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClhQ6vatwhv/","408","F subtitles","63715","2022-11-28T21:31:18.000Z",
"A brace from @brunofernandes8 sends @portugal to the Round of 16 🇵🇹

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClhN4YCPAWM/","3089","Fagani👏🙌👌🏼","612858","2022-11-28T21:03:17.000Z",
"Weather today in Doha: raining goals ☂️ ⚽ 

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClgxgUipUfF/","298","Benzema","88475","2022-11-28T16:55:20.000Z",
"🇰🇷🇬🇭 Looks like we have ANOTHER contender for Game of the Tournament 😅🔥","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClgofNav2Zm/","869","🤪","129880","2022-11-28T15:36:32.000Z",
"🇰🇷 Two headers from Cho to level it!","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Clggzg-PpJ1/","3959","😮😮","1044565","2022-11-28T14:29:24.000Z",
"Another #FIFAWorldCup Classic.

#Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Clgl5OWqmge/","3568","The Result & The Game!!","333077","2022-11-28T15:13:52.000Z",
"Senegal progress to the Round of 16! 🇸🇳

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CljWwJRIjft/","2800","Aboubajar","282262","2022-11-29T16:59:17.000Z",
"He’s only gone and got another one! 🇬🇭🔥

This. Game. Is. Nuts. 🍿🍿🍿","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClgiW7ytGbE/","1147","🔥❤️❤️","117298","2022-11-28T14:42:59.000Z",
"Two iconic goalscorers in the building tonight 🔥

Will one of them be the hero?","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Clg9Q9Rhy2Y/","1066","🇸🇦 league player???","428812","2022-11-28T18:38:06.000Z",
"This is our new favourite move! @alissonbecker has some great footwork, but now it’s time for Brazil to use it on the next celebration. #BringTheMoves! @cbf_futebol","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Clgm9rKJK5b/","349","❤️❤️","86063","2022-11-28T15:24:29.000Z",
"➿ Keysher Fuller curled this one past Gonda into the top corner to give @fedefutbolcrc a shot at qualification in the Group of Death! 

Will the win inspire them to victory over Germany? 

#VisaMatchMoments","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClgmhkKO-4e/","104","❄️","33323","2022-11-28T15:23:21.000Z",
"That’s the 3 points mood. 😎 

@ghana_fa_official | #FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClgrNSoMxe8/","444","Very well played.  A deserved victory Congragulations love from Pakistan 🇵🇰","111750","2022-11-28T16:01:05.000Z",
"The two spoke just minutes after Brazil’s win over Switzerland 🇧🇷 

#FIFAWorldCup Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClhfbsVrDKM/","532","The worst worldcup for ever","104009","2022-11-28T23:39:46.000Z",
"Pre-match vibes? Immaculate. @cbf_futebol are enjoying themselves! 🕺🇧🇷🪘","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Clgpmovv9qx/","1185","I need the lyrics of this chant 😭","386140","2022-11-28T15:47:30.000Z",
"Another #FIFAWorldCup goal for Cody Gakpo! 🇳🇱","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CljNJ36oCjq/","375","🔥","101131","2022-11-29T15:35:25.000Z",
"🤩 From the Right to Dream academy in 2018 to bagging Ghana’s first #FIFAWorldCup brace in 2022.

@kudus_mohammed’s rise has been meteoric and we’re sure today’s @budweiser Player of the Match award will be the first of many.

#YoursToTake #Budweiser #POTM | @budfootball","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Clg0j5dPoWD/","385","🔥🔥🔥🔥🔥","67323","2022-11-28T17:22:02.000Z",
"🎟️ Brazil have booked their ticket to the Round of 16 🇧🇷

#FIFAWorldCup | @cbf_futebol","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Clg4lngh21S/","3796","👏👏🔥🔥🇧🇷🇧🇷","636680","2022-11-28T17:57:14.000Z",
"What a turnaround for Cameroon!

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClgRPi3KiOv/","1329","Cameroon was a coward against Algeria, won by cheating. Give punishment! 🇩🇿","228563","2022-11-28T12:13:25.000Z",
"Salisu 🔥 
Kudus ✨

@blackstarsofghana_ have started out STRONG! 🇬🇭","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClgcGBZqDcz/","705","Buddha help us ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️","94658","2022-11-28T13:48:14.000Z",
"Bringing fans from around the world together at the FIFA Fan Festival in Qatar! 🎵 

 
Share your best pictures with #ShotOnVivo! 📸","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClgcqvNtygz/","194","@djkhaledmamdoh 🔥❤️","33432","2022-11-28T13:53:15.000Z",
"⚽️ 45+1' - Pavlovic
⚽️ 45+3' - Milinkovic-Savic

What a turnaround for @fudbalskisavezsrbije!","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClgJJeOKD6o/","424","Good luck Türkiye 🇹🇷🇹🇷🇹🇷🇹🇷","104894","2022-11-28T11:02:41.000Z",
"Uruguay and Portugal gifted a classic in their last #FIFAWorldCup meeting 💥

👇Who will come out on top at #Qatar2022?","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Clf0bk2M4kp/","829","#cristiano","304928","2022-11-28T08:03:22.000Z",
"👋 The games keep on rolling at the #FIFAWorldCup 

Which one are you most excited for today? 👇

@adidasfootball | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Clftb-frkoR/","991","Korea","152628","2022-11-28T07:00:33.000Z",
"What a whip from Abdelhamid Sabiri! 💫🇲🇦

#LetItFly with @QatarAirways.","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClgPkvGMDZO/","880","👏👏👏👏👏","111808","2022-11-28T12:01:59.000Z",
"Game of the tournament so far? 🇨🇲🇷🇸","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClgY_zQNtPI/","794","#237","220593","2022-11-28T13:21:11.000Z",
"🇪🇸🚗 Spain are in the Group E driver’s seat 

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Clep4iVvVoR/","2772","@richard.escobarc by 😂😂🇲🇦💪","738953","2022-11-27T21:10:15.000Z",
"SUPER SUB ABOUBAKAR HAS TURNED THE GAME AROUND! 🇨🇲

WHAT. A. GAME 🤯","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClgM6MMq-FZ/","1182","@qu_een_ora I tell u 😂😂😂😂 that guy already blocked me 😂😂😂….","227494","2022-11-28T11:35:33.000Z",
"An exciting one ends in points shared 🇪🇸🤝🇩🇪

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CleolLFvPOK/","2045","Dont close your mouth, please close your 👀","399965","2022-11-27T20:58:52.000Z",
"You’ll want to turn the volume up for this one 🇬🇭 

#FIFAWorldCup #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClfmFEZsOEh/","311","😍😍😍😍😍","40683","2022-11-28T05:57:10.000Z",
"The substitutes made their mark in 🇪🇸 v 🇩🇪 

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClepZo_PD5V/","678","#bloklbgt🤐","186062","2022-11-27T21:06:02.000Z",
"Not quite the clearance we had in mind 😂 

#FIFAWorldCup #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClfpUAIrUMi/","362","Kali ini kameramen tidak selamat","103523","2022-11-28T06:24:38.000Z",
"🗣 “4-1 is truly a great score … we have to do it again against Belgium.”

Andrej Kramarić discusses Croatia’s 4-1 win over Canada but already has a firm focus on the next game 👀 

🇭🇷 #CROCAN 🇨🇦 #POTM #YoursToTake #BudweiserWorldCup #BringHomeTheBud.","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cle8ngZL1fW/","415","2","41102","2022-11-27T23:57:10.000Z",
"🇪🇸 @alvaromorata: Super Sub

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClelKwLPYmt/","930","الله يعطيكم غبارة تغبركم ياربي😂😂","388516","2022-11-27T20:29:03.000Z",
"Which was your play of the day?

#FIFAWorldCup #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cle0_nhhffl/","479","KEYLOR NAVAS 👏👏💪🇨🇷🇨🇷🇨🇷🇨🇷🇨🇷🇨🇷","48108","2022-11-27T22:48:29.000Z",
"Ronaldo - The only man to score in 5 World Cups ⚽️
Messi - The only man to assist in 5 World Cups 🅰️

We are living through historic times! 🤯","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Clf-IsfqJue/","7253","The who only need a penalty for scores in 5 World Cup’s","3597251","2022-11-28T09:26:28.000Z",
"Wanna go to McDonald’s and do a backflip when your order is ready?","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CleagHaMPJD/","600","سالم🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦","38191","2022-11-27T18:57:02.000Z",
"Joga Bonito ✨ 

Brazil's immortals 🇧🇷 

#Qatar2022 #FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClfvHGBNDJd/","755","🥺🥺🥺🥰😍🙌🏻","156398","2022-11-28T07:15:42.000Z",
"Leading from the front with two goals! ⚽️ ⚽️

Andrej Kramarić’s performance for the ages makes him your @budweiser Player of the Match. 👏

🇭🇷 #CROCAN 🇨🇦 #POTM #YoursToTake #BudweiserWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CleYydDPyzf/","739","Where is Ziyech’s post ?????!!!!!!!! 🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦","61287","2022-11-27T18:40:52.000Z",
"🇭🇷 Croatia pick up their first win of #Qatar2022 

#FIFAWorldCup | @hns_cff","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CleUyoOvTIa/","1380","Wasn’t it 4-2?","308512","2022-11-27T18:05:57.000Z",
"Proper dedication from these Portuguese fans 🇵🇹 

#FIFAWorldCup #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClfiOxErP6O/","557","Estes gajos são do krlh","84308","2022-11-28T05:23:13.000Z",
"You wanted goals, they gave you goals! 🇭🇷🇨🇦

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CleVgUxBBeQ/","714","Di siii borjaneeee!","211783","2022-11-27T18:12:11.000Z",
"🇪🇸 @pablogavi and @jamalmusiala10 🇩🇪 Two future midfield greats?

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cleg9yJvvwr/","1578","Musiala>>>> gavi","482994","2022-11-27T19:52:19.000Z",
"Here's how Group F looks after two matches 👀

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CleW8GZLTrf/","1972","W Morocco","466036","2022-11-27T18:24:47.000Z",
"🇨🇦 Alphonso Davies scores @canadasoccer’s FIRST-EVER men’s #FIFAWorldCup goal!!","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CleH9I9puAj/","1862","👏","264088","2022-11-27T16:13:47.000Z",
"Unseen footage of Jung Kook at the opening ceremony 🙌

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CleByizL2Xa/","17445","He's the king of the music industry...","1076911","2022-11-27T15:21:24.000Z",
"Was this Morocco's greatest ever #FIFAWorldCup win!? 🇲🇦🙌

الأسود تزأر في قطر 🦁

المغرب يحقق أول فوز في كأس العالم منذ 1998 🇲🇦","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CleFZcRroQn/","3163","@_ayoubsekkat 😂😂","302336","2022-11-27T15:51:31.000Z",
"Mesmerising footwork from Belgium’s Thibaut Courtois 🤩

@kia.worldwide | #KiaMovementThatInspires #KiaInspireTogether #FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClesAD7Jb5t/","1197","But Belgium 0-2 Morocco 😂😂 Belgium out.","102034","2022-11-27T21:30:03.000Z",
"Déjà vu? 👀 @alvaromorata steps up again from the bench to secure Spain a 1-1 draw with Germany.💥

Has your @budweiser Player of the Match done enough to start in their 3rd & final game of the group stages? 🤔

🇪🇸 #ESPGER 🇩🇪 #POTM #YoursToTake #BringHomeTheBud | @budfootball","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CletBd9SWSm/","1230","Pedri or musiala , both player great,","106479","2022-11-27T21:37:41.000Z",
"@didierdrogba is no stranger to challenges! @k.mbappe and France team, it’s time to #BringTheMoves! @equipedefrance","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Clf0Y-PrYl0/","396","❤️❤️","48442","2022-11-28T08:04:03.000Z",
"Xavi still has a lot of love for his friend @leomessi 🥹🥰","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CleWek_OZGh/","1334","He benched Jordi 😂😂😂😂","305780","2022-11-27T18:21:44.000Z",
"Welcome to the club! Alphonso Davies joins a long line of Canadian World Cup goal-scoring stars! 🇨🇦","FIFA Women's World Cup","fifawomensworldcup","https://www.instagram.com/p/CleUhPrNcjU/","497","@keishaballa","180176","2022-11-27T18:03:34.000Z",
"🇲🇦💫

Sabiri gives Morocco the lead!!

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cld9ghqoQlN/","3065","❤️","350319","2022-11-27T14:42:30.000Z",
"The Atlas Lions get a huge win over Belgium 💪

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cld_eOLo84p/","5589","❤️🇲🇦❤️🇲🇦❤️🇲🇦❤️🇲🇦❤️","564392","2022-11-27T14:59:39.000Z",
"Admin 🤝 Xavi content coming soon...

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cld7Mg7vsY9/","661","Dashing midfielder always","99157","2022-11-27T14:23:43.000Z",
"Defeat could have sent Costa Rica home but Keysher Fuller keeps their #FIFAWorldCup campaign alive! 

⚽️ Goal scorer, match-winner and your @Budweiser Player of the Match. 

🇯🇵 #JPNCRC 🇨🇷 @Budfootball #YoursToTake #BudweiserWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CldzgNWuFWO/","1225","Negor","101406","2022-11-27T13:15:09.000Z",
"🐐 He stepped up when his team needed him most. Messi captained Argentina to a victory in a must-win fixture over Mexico - will they match their fans good luck passion and finish top of Group C? #visamatchmoments","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CleAAJUp9Os/","1054","🔥🙌🙌🙌","124993","2022-11-27T15:07:56.000Z",
"FULLER SCORES FOR COSTA RICA! 🇨🇷💥

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cldo764rpOt/","2428","🔥","203701","2022-11-27T11:42:44.000Z",
"Cutting Messi’s hair for the final? 👀

💈 HD Cutz shares his thoughts on #FIFAWorldCup trims at the #FIFAFanFestival","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cld5ycsPYe7/","486","@hd_cutz_london , Yeah It’s Time Fam🤎🙏🏾 Keep The Dream Alive!!!","64575","2022-11-27T14:13:35.000Z",
"🗣️ “We had to win”

With the fear of a #FIFAWorldCup exit looming, Lionel Messi reflects on a superb performance from his @afaseleccion’s teammates and a massive victory against Mexico. 

🇦🇷#ARGMEX🇲🇽 #YoursToTake #Budweiser #POTM @budfootball","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CldVjSTtFj8/","896","pu yo x","247381","2022-11-27T08:54:16.000Z",
"Leo Messi scored again, so we had to ask our Graphic Designer to make an update 💻 👀 

#FIFAWorldCup #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CldM6xqLaX4/","1128","Need to update again!!!!","415897","2022-11-27T07:37:55.000Z",
"Costa Rica get the three points! 🙌

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Cldqbzmo0oy/","3191","PURA VIDA ❤️‍🔥🇨🇷🇨🇷","356641","2022-11-27T11:55:50.000Z",
"Did you spot your favourite player?

#FIFAWorldCup #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CldHGSNp3bf/","189","Gavi y Pedri","50728","2022-11-27T06:48:01.000Z",
"🏟 Last night's Argentina v Mexico game at Lusail Stadium saw the highest men’s FIFA World Cup attendance for 28 years! 

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CldhQHYIMV7/","3107","Ya verán en 2026 habrá más público los estadios son más grandes ,Mexico,USA ,Canadá .","789413","2022-11-27T10:35:35.000Z",
"A magical moment for Argentina 🇦🇷✨

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CldZJCzLVbh/","2627","💪💪🇦🇷🇦🇷","995816","2022-11-27T09:26:58.000Z",
"Blue Samurai fans brought to tears after their famous win against Germany 🇯🇵 

#FIFAWorldCup #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClctlAnvvDL/","842","Love","260765","2022-11-27T03:05:42.000Z",
"GOOOOOL DA COSTA RICA! 🔥

Assista à Copa do Mundo AO VIVO e DE GRAÇA no FIFA+","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CldpL90AZWd/","243","Goleiro perdeu o tempo da bola 😂😂😂 em pleno 2022","31924","2022-11-27T11:45:57.000Z",
"@carles5puyol powers @sefutbol to the final 💥

Germany and Spain ⏪ from the last time they met at a #FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CldONNgMOB0/","914","Puyol liked this❤️","343807","2022-11-27T08:00:27.000Z",
"The Devil with the voice of an Angel 😇 

#FIFAWorldCup #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/Clc704MJYCl/","877","Name of the song","158949","2022-11-27T05:10:09.000Z",
"🎙@_fuller07 can think of more than a couple teammates he would give his @budweiser Player of the Match award to 🫶🇨🇷

#YoursToTake #BudweiserWorldCup #POTM | @budfootball","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CleOMU-v_4k/","964","NOOOOOO😂","55365","2022-11-27T17:09:55.000Z",
"Leo Messi: Creating World Cup memories since 2006 🇦🇷

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CldmSkGIVfK/","1824","❤️","509061","2022-11-27T11:19:53.000Z",
"🔥 Mbappe, Messi and Lewandowski were on fire today!

Matchday 7 in less than a minute ⏲️","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClcSQVWg2r3/","515","Messiiiiiii 🇦🇷🇦🇷🇦🇷","210712","2022-11-26T23:08:30.000Z",
"Plan your Sunday around these #FIFAWorldCup fixtures 🤝✅

👇 Where will you be watching from? 

#Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CldInJuNOx4/","656","علاه هدي صفحة مغربية؟ ديها فراسك و انا ماشي جزائرية غير سير تكمش","96873","2022-11-27T07:00:17.000Z",
"Football-maker @jonpaulsballs shares his expert insight on some #FIFAWorldCup classics ⚽","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClcWKdrrf2I/","240","BRAZUCA","38565","2022-11-26T23:40:17.000Z",
"Enzo Fernandez with a stunner! 💫

#LetItFly with @qatarairways","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CldshLPvNZK/","1767","Que golazo por favorrr no me canso de verlo 😍","296584","2022-11-27T12:15:52.000Z",
"Argentina bounce back to keep the #FIFAWorldCup dream alive! 🇦🇷 

#Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClcEoWirTzx/","4768","FOTON!!! 😍🔥🙌🙌🙌🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷❤️⚽🏆","1625234","2022-11-26T21:06:15.000Z",
"No matter how old you are, that first #FIFAWorldCup goal hits different.","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClcODi3BKP6/","708","😍😍😍😍","332551","2022-11-26T22:28:36.000Z",
"It’s all to play for in Group C 👀 Which two sides will advance? 🤔

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/ClcFOyLBk-O/","4725","I give you a advice. Come to the Muslim be who is as much as you are on his own property, so the property will one day remain heavy and die 
Islam is a very beautiful religion","1063867","2022-11-26T21:11:34.000Z",
